title,year,genres,imdb,intent_1,intent_2,cluster_1,cluster_2,joy,sadness,fear,anger,disgust,surprise,trust,anticipation,curiosity,excitement,hope,love,guilt,shame,gratitude,loneliness,confidence,determination,regret,relief,nostalgia,compassion,anxiety,inspiration
Frozen III,2016,Documentary,5.9,contemplation,inspiration,emotional_pain,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Triangle of Sadness,2016,War|Drama,7.7,inspiration,,emotional_pain,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Thunderbolts,2016,Western|Action,7.0,catharsis,romance,meaning_growth,dark_intensity,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Shang-Chi,2016,Crime|Drama,5.2,catharsis,comfort,dark_intensity,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Strange Darling,2016,Thriller|Mystery,6.1,nostalgia,romance,positive_energy,emotional_pain,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Whiplash,2016,Musical|Drama,5.4,contemplation,,positive_energy,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Devara Part 1,2016,Musical|Drama,5.2,inspiration,comfort,meaning_growth,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Godzilla x Kong,2016,Comedy|Drama,6.5,adrenaline,comfort,engagement,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Despicable Me 3,2016,Sci-Fi|Action,5.6,romance,,meaning_growth,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Deadpool 2,2016,Documentary,7.5,adrenaline,adrenaline,positive_energy,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Pain and Glory,2016,Sci-Fi|Action,7.2,comfort,nostalgia,engagement,positive_energy,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
I'm Thinking of Ending Things,2016,Fantasy|Adventure,5.5,contemplation,nostalgia,dark_intensity,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Aquaman,2016,Comedy|Drama,5.4,catharsis,adrenaline,dark_intensity,dark_intensity,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
First Man,2016,Sci-Fi|Action,6.2,adrenaline,comfort,meaning_growth,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Straight Outta Compton,2016,Horror|Thriller,7.7,adrenaline,comfort,engagement,dark_intensity,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Annihilation,2016,Western|Action,8.5,adrenaline,nostalgia,positive_energy,positive_energy,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Kong Skull Island,2016,War|Drama,8.2,romance,catharsis,engagement,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Origin,2016,Romance|Comedy,5.5,romance,comfort,meaning_growth,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Da 5 Bloods,2016,Sport|Drama,7.5,nostalgia,romance,engagement,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Hunger Games Mockingjay Part 2,2016,Documentary,5.1,contemplation,adrenaline,meaning_growth,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Bheed,2016,Romance|Comedy,8.7,inspiration,nostalgia,dark_intensity,emotional_pain,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Brooklyn,2016,Drama|Romance,8.0,contemplation,inspiration,positive_energy,engagement,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Pushpa The Rise,2016,Crime|Drama,5.5,romance,nostalgia,emotional_pain,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Zwigato,2016,Documentary,8.6,catharsis,comfort,meaning_growth,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
83,2016,Sport|Drama,6.5,nostalgia,inspiration,engagement,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Till,2016,Musical|Drama,5.3,inspiration,romance,dark_intensity,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Post,2016,Romance|Comedy,5.4,romance,inspiration,positive_energy,emotional_pain,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Immaculate,2016,Horror|Thriller,7.8,romance,,engagement,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Stree 2,2016,Musical|Drama,6.1,nostalgia,adrenaline,engagement,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Honey Boy,2016,Western|Action,6.5,nostalgia,romance,engagement,meaning_growth,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Priscilla,2016,Drama|Romance,5.5,contemplation,comfort,positive_energy,emotional_pain,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Atrangi Re,2016,Sci-Fi|Action,7.7,romance,comfort,emotional_pain,engagement,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Elemental,2016,War|Drama,6.6,comfort,inspiration,meaning_growth,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Ponniyin Selvan I,2016,Action|Adventure,7.9,catharsis,nostalgia,dark_intensity,engagement,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Frozen,2017,Crime|Drama,7.8,contemplation,inspiration,emotional_pain,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Iron Man 3,2017,Thriller|Mystery,5.5,adrenaline,,meaning_growth,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Toy Story 4,2017,Comedy|Drama,8.2,nostalgia,comfort,positive_energy,,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Shazam,2017,Fantasy|Adventure,8.6,nostalgia,romance,meaning_growth,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Zootopia 2,2017,Biography|Drama,5.5,contemplation,romance,meaning_growth,emotional_pain,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Creed,2017,Action|Adventure,6.4,inspiration,comfort,emotional_pain,dark_intensity,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
The Fall Guy,2017,Comedy|Drama,5.3,catharsis,,dark_intensity,emotional_pain,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Alita Battle Angel,2017,Comedy|Drama,5.5,romance,contemplation,emotional_pain,emotional_pain,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Kalki 2898 AD,2017,Sci-Fi|Action,8.5,nostalgia,romance,meaning_growth,emotional_pain,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Longlegs,2017,Thriller|Mystery,7.1,romance,romance,meaning_growth,positive_energy,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
The Son,2017,War|Drama,8.8,inspiration,inspiration,engagement,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Dangal,2017,Animation|Comedy,7.5,inspiration,inspiration,meaning_growth,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Palm Springs,2017,Comedy|Drama,7.0,contemplation,romance,meaning_growth,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Avengers Endgame,2017,Drama|Romance,8.3,adrenaline,contemplation,engagement,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Jurassic World Fallen Kingdom,2017,Animation|Comedy,8.1,catharsis,adrenaline,emotional_pain,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Unbroken,2017,Fantasy|Adventure,6.9,nostalgia,nostalgia,positive_energy,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Jurassic World,2017,Comedy|Drama,7.8,contemplation,,emotional_pain,emotional_pain,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
CODA,2017,Animation|Comedy,6.4,contemplation,comfort,positive_energy,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Molly's Game,2017,Western|Action,5.5,romance,contemplation,positive_energy,meaning_growth,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
John Wick Chapter 2,2017,Thriller|Mystery,6.1,contemplation,romance,engagement,engagement,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Madame Web,2017,Western|Action,8.5,catharsis,catharsis,meaning_growth,positive_energy,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Ant-Man and the Wasp,2017,Animation|Comedy,8.1,catharsis,,emotional_pain,positive_energy,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Article 370,2017,Action|Adventure,5.4,catharsis,,meaning_growth,meaning_growth,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Eurovision Song Contest,2017,Drama|Romance,5.2,catharsis,,positive_energy,dark_intensity,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Mission Impossible Fallout,2017,Thriller|Mystery,6.7,romance,comfort,emotional_pain,positive_energy,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Asteroid City,2017,Western|Action,5.2,inspiration,catharsis,positive_energy,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Wonder Woman 1984,2017,Comedy|Drama,6.5,catharsis,inspiration,dark_intensity,,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
The Beguiled,2017,Sci-Fi|Action,8.9,catharsis,comfort,positive_energy,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Sicario,2017,Sci-Fi|Action,5.8,inspiration,nostalgia,dark_intensity,engagement,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Baby Driver,2017,Drama|Romance,5.5,romance,,dark_intensity,emotional_pain,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Ma Rainey's Black Bottom,2017,Sci-Fi|Action,6.3,inspiration,comfort,meaning_growth,emotional_pain,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Dune Part Two,2017,Romance|Comedy,7.0,inspiration,,dark_intensity,positive_energy,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Dasvi,2017,Action|Adventure,6.5,comfort,contemplation,emotional_pain,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
The Martian,2017,Action|Adventure,7.4,romance,catharsis,engagement,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
The Whale,2017,Horror|Thriller,7.1,comfort,nostalgia,meaning_growth,,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
The Meg,2017,Drama|Romance,7.3,comfort,contemplation,meaning_growth,engagement,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Heropanti 2,2017,Romance|Comedy,6.7,catharsis,catharsis,emotional_pain,dark_intensity,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
MaXXXine,2017,Drama|Romance,7.8,inspiration,catharsis,dark_intensity,positive_energy,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Fast and Furious 6,2017,Western|Action,6.3,contemplation,,dark_intensity,positive_energy,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
The Tender Bar,2017,Crime|Drama,7.4,contemplation,catharsis,positive_energy,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Dumbo,2017,Fantasy|Adventure,5.9,romance,inspiration,meaning_growth,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Great Gatsby,2017,Sport|Drama,6.3,romance,inspiration,positive_energy,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Darkest Hour,2017,Western|Action,8.6,catharsis,comfort,meaning_growth,positive_energy,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Super 30,2017,Fantasy|Adventure,8.8,adrenaline,comfort,emotional_pain,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Cuttputlli,2017,Crime|Drama,8.0,contemplation,catharsis,dark_intensity,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
A Quiet Place Part II,2017,Crime|Drama,5.5,inspiration,catharsis,meaning_growth,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Tenet,2017,Biography|Drama,7.6,adrenaline,contemplation,emotional_pain,positive_energy,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Trolls World Tour,2017,Sport|Drama,5.4,nostalgia,romance,engagement,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Gadar 2,2017,Horror|Thriller,6.6,catharsis,,meaning_growth,positive_energy,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Challengers,2017,Fantasy|Adventure,7.6,nostalgia,contemplation,dark_intensity,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Black Panther,2018,Drama|Romance,8.7,contemplation,nostalgia,meaning_growth,engagement,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Thor The Dark World,2018,Sport|Drama,5.7,comfort,inspiration,engagement,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Pacific Rim,2018,Fantasy|Adventure,7.3,adrenaline,comfort,positive_energy,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Avengers Secret Wars,2018,Sport|Drama,8.6,contemplation,,positive_energy,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Ant-Man and the Wasp Quantumania,2018,Thriller|Mystery,6.3,comfort,,positive_energy,,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Thank God,2018,Action|Adventure,7.9,nostalgia,inspiration,dark_intensity,,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Meiyazhagan,2018,Horror|Thriller,7.4,comfort,nostalgia,emotional_pain,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Star Trek Beyond,2018,Comedy|Drama,6.6,adrenaline,romance,meaning_growth,emotional_pain,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
A Quiet Place,2018,Biography|Drama,5.0,catharsis,catharsis,emotional_pain,positive_energy,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Thor Love and Thunder,2018,Romance|Comedy,6.2,comfort,adrenaline,positive_energy,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Trumbo,2018,Biography|Drama,5.2,adrenaline,,positive_energy,meaning_growth,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Dune,2018,Western|Action,7.7,comfort,inspiration,engagement,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Anora,2018,War|Drama,7.5,contemplation,romance,emotional_pain,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Atomic Blonde,2018,Documentary,8.0,inspiration,comfort,emotional_pain,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Avengers The Kang Dynasty,2018,Sport|Drama,8.0,nostalgia,catharsis,meaning_growth,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
